id,margin,n_labels,goal1_id,goal1_label,goal1_score,goal2_id,goal2_label,goal2_score
30332,0.001829,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.535538,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.533709
30333,0.019001,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.50708,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.488079
30334,0.05433,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.676747,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.622418
30335,0.02135,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.612815,G3_biodiversity_interactions,How different components of biodiversity interact,0.591465
30336,0.022845,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.572643,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.549798
30337,0.016388,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.606633,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.590245
30338,0.033738,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.691267,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.65753
30339,0.067058,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.650609,G3_biodiversity_interactions,How different components of biodiversity interact,0.583551
30340,0.006837,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.459778,G3_biodiversity_interactions,How different components of biodiversity interact,0.45294
30341,0.045305,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.584135,G3_biodiversity_interactions,How different components of biodiversity interact,0.53883
30342,0.004339,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.621542,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.617203
30343,0.004722,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.611255,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.606533
30344,0.015105,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.521959,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.506854
30345,0.020787,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.651277,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.63049
30346,0.010577,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.665556,G3_biodiversity_interactions,How different components of biodiversity interact,0.654979
30347,0.042483,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.67094,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.628457
30348,0.001529,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.594578,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.593049
30349,0.020077,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.557234,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.537156
30350,0.0252,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.633171,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.607972
30351,0.047118,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.604551,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.557433
30352,0.018233,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.602725,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.584492
30353,0.00156,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.578344,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.576784
30354,0.025154,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.667419,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.642265
30355,0.018524,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.577232,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.558708
30356,0.053576,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.526483,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.472907
30357,0.013533,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.633239,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.619707
30358,0.014381,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.494314,G3_biodiversity_interactions,How different components of biodiversity interact,0.479933
30359,0.001574,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.551208,G3_biodiversity_interactions,How different components of biodiversity interact,0.549634
30360,0.04699,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.646219,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.599228
30361,0.004093,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.54939,G3_biodiversity_interactions,How different components of biodiversity interact,0.545297
30362,0.051796,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.616494,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.564698
30363,0.019116,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.657028,G3_biodiversity_interactions,How different components of biodiversity interact,0.637913
30364,0.015061,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.591414,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.576353
30365,0.05435,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.703433,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.649083
30366,0.052016,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.609432,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.557416
30367,0.036205,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.63628,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.600076
30368,0.032048,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.580292,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.548244
30369,0.03696,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.633786,G3_biodiversity_interactions,How different components of biodiversity interact,0.596826
30370,0.022202,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.599447,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.577246
30371,0.025165,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.575559,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.550394
30372,0.020007,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.546462,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.526456
30373,0.049709,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.56782,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.518111
30374,0.012205,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.603254,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.591049
30375,0.024337,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.568696,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.544358
30376,0.003544,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.635275,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.631731
30377,0.043501,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.539906,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.496406
30378,0.030635,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.534458,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.503823
30379,0.02114,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.642058,G3_biodiversity_interactions,How different components of biodiversity interact,0.620917
30380,0.004423,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.64789,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.643467
30381,0.023368,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.632652,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.609284
30382,0.042395,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.622518,G3_biodiversity_interactions,How different components of biodiversity interact,0.580123
30383,0.063886,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.633227,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.569342
30384,0.011984,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.582701,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.570717
30385,0.012758,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.468259,G3_biodiversity_interactions,How different components of biodiversity interact,0.455501
30386,0.03026,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.599373,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.569113
30387,0.034349,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.609485,G3_biodiversity_interactions,How different components of biodiversity interact,0.575137
30388,0.003642,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.540439,G3_biodiversity_interactions,How different components of biodiversity interact,0.536797
30389,0.005254,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.488813,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.483559
30390,0.002683,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.511191,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.508508
30391,0.038928,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.564963,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.526036
30392,0.002795,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.435064,G3_biodiversity_interactions,How different components of biodiversity interact,0.432269
30393,0.016885,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.564385,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.547501
30394,0.019176,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.569813,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.550637
30395,0.005434,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.540847,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.535413
30396,0.029459,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.56931,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.539851
30397,0.036322,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.602087,G3_biodiversity_interactions,How different components of biodiversity interact,0.565765
30398,0.011806,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.668611,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.656805
30399,0.005427,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.500447,G3_biodiversity_interactions,How different components of biodiversity interact,0.49502
30400,0.04719,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.58172,G3_biodiversity_interactions,How different components of biodiversity interact,0.534531
30401,0.029978,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.545591,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.515613
30402,0.004439,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.590263,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.585824
30403,0.018326,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.538269,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.519943
30404,0.005673,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.600548,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.594875
30405,0.026032,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.680193,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.654161
30406,0.020192,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.564811,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.544619
30407,0.003019,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.632588,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.629568
30408,0.000263,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.605685,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.605422
30409,0.029073,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.550384,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.521311
30410,0.04845,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.520027,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.471577
30411,0.013863,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.521745,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.507882
30412,0.018693,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.701374,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.682681
30413,0.069538,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.586656,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.517118
30414,0.004925,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.517847,G3_biodiversity_interactions,How different components of biodiversity interact,0.512922
30415,0.051343,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.678465,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.627123
30416,0.013248,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.621368,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.60812
30417,0.053802,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.565539,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.511738
30418,0.019255,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.613689,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.594434
30419,0.006384,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.503454,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.49707
30420,0.018472,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.625581,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.607109
30421,0.045063,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.583243,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.53818
30422,0.055094,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.527707,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.472613
30423,0.027125,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.684175,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.65705
30424,0.025638,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.653937,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.628299
30425,0.004045,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.559158,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.555112
30426,0.022184,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.483584,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.4614
30427,0.003755,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.61638,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.612625
30428,0.072359,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.627469,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.55511
30429,0.000765,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.584601,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.583836
30430,0.002077,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.51779,G3_biodiversity_interactions,How different components of biodiversity interact,0.515713
30431,0.004894,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.519071,G3_biodiversity_interactions,How different components of biodiversity interact,0.514176
30432,0.004326,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.491147,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.486821
30433,0.021373,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.660683,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.63931
30434,0.048631,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.641792,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.593161
30435,0.02401,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.482023,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.458013
30436,0.026565,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.59643,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.569865
30437,0.019534,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.706814,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.68728
30438,0.013932,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.520037,G3_biodiversity_interactions,How different components of biodiversity interact,0.506105
30439,0.004009,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.558517,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.554508
30440,0.053461,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.551637,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.498175
30441,0.008489,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.549263,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.540774
30442,0.007045,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.633459,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.626414
30443,0.008772,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.564132,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.55536
30444,0.030923,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.592485,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.561563
30445,0.061381,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.66499,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.60361
30446,0.002171,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.696398,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.694226
30447,0.009575,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.573903,G3_biodiversity_interactions,How different components of biodiversity interact,0.564328
30448,0.026281,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.466975,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.440694
30449,0.062345,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.70432,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.641975
30450,0.002402,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.512293,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.509891
30451,0.022323,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.684738,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.662415
30452,0.032339,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.529694,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.497355
30453,0.002415,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.61298,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.610565
30454,0.000495,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.68861,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.688115
30455,0.05109,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.633697,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.582607
30456,0.057775,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.598594,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.540819
30457,0.01012,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.565867,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.555747
30458,0.035457,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.678009,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.642552
30459,0.029616,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.60583,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.576214
30460,0.01692,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.53435,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.51743
30461,0.014974,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.668659,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.653685
30462,0.037609,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.502789,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.46518
30463,0.022246,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.500061,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.477816
30464,0.006407,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.724245,G3_biodiversity_interactions,How different components of biodiversity interact,0.717838
30465,0.015495,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.533958,G3_biodiversity_interactions,How different components of biodiversity interact,0.518464
30466,0.01252,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.494032,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.481511
30467,0.013813,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.654339,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.640526
30468,0.019725,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.525128,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.505403
30469,0.042374,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.578025,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.535651
30470,0.000755,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.539204,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.538449
30471,0.023394,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.562524,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.53913
30472,0.002602,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.581657,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.579055
30473,0.006287,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.488343,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.482056
30474,0.062891,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.656391,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.593501
30475,0.051941,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.605152,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.553212
30476,0.002672,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.627406,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.624734
30477,0.036049,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.547359,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.51131
30478,0.015808,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.434631,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.418823
30479,0.039113,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.680321,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.641208
30480,0.002206,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.654695,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.652488
30481,0.010755,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.549391,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.538636
30482,0.03884,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.609704,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.570863
30483,0.004112,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.684137,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.680024
30484,0.016759,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.543632,G3_biodiversity_interactions,How different components of biodiversity interact,0.526873
30485,0.015717,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.694133,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.678416
30486,0.039546,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.550106,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.51056
30487,0.029088,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.593423,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.564335
30488,0.008891,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.550963,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.542072
30489,0.027961,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.556244,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.528283
30490,0.048512,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.684043,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.635531
30491,0.022655,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.675401,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.652746
30492,0.001705,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.55239,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.550685
30493,0.065575,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.637197,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.571622
30494,0.014881,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.688656,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.673776
30495,0.002088,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.480522,G3_biodiversity_interactions,How different components of biodiversity interact,0.478434
